type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,Re_cleaned,Rct_cleaned
discharge,[2010.       6.      25.      18.      45.       5.406],4,B0041,103,3099,03099.csv,1.2156494086360898,,,,
impedance,[2010.       6.      25.      20.      24.       6.312],24,B0041,104,3100,03100.csv,,0.0597396674294839,0.217369466927491,0.0597396674294839,0.217369466927491
charge,[2010.       6.      25.      20.      55.      56.234],4,B0041,105,3101,03101.csv,,,,,
impedance,[2.0100e+03 6.0000e+00 2.6000e+01 0.0000e+00 1.0000e+00 2.0359e+01],24,B0041,106,3102,03102.csv,,0.0520227239672869,0.1955549040765648,0.0520227239672869,0.1955549040765648
discharge,[2010.       6.      26.       0.      33.      10.328],4,B0041,107,3103,03103.csv,1.1476416320946565,,,,
charge,[2.0100e+03 6.0000e+00 2.6000e+01 2.0000e+00 9.0000e+00 4.6062e+01],4,B0041,108,3104,03104.csv,,,,,
discharge,[2010.       6.      26.       5.      11.       6.265],4,B0041,109,3105,03105.csv,1.1194574527298193,,,,
charge,[2010.       6.      26.       6.      47.       6.703],4,B0041,110,3106,03106.csv,,,,,
discharge,[2010.       6.      26.       9.      48.      28.984],4,B0041,111,3107,03107.csv,1.0841325641850128,,,,
charge,[2010.       6.      26.      11.      23.      55.578],4,B0041,112,3108,03108.csv,,,,,
discharge,[2010.      6.     26.     14.     25.     15.64],4,B0041,113,3109,03109.csv,1.0607784232892656,,,,
charge,[2010.       6.      26.      15.      59.      50.812],4,B0041,114,3110,03110.csv,,,,,
discharge,[2.0100e+03 6.0000e+00 2.6000e+01 1.9000e+01 1.0000e+00 1.0906e+01],4,B0041,115,3111,03111.csv,1.0170312865626592,,,,
impedance,[2010.      6.     26.     20.     39.     31.14],24,B0041,116,3112,03112.csv,,0.0573198078435322,0.2130381470467635,0.0573198078435322,0.2130381470467635
charge,[2010.      6.     26.     21.     11.     21.39],4,B0041,117,3113,03113.csv,,,,,
impedance,[2010.       6.      27.       0.      16.      41.953],24,B0041,118,3114,03114.csv,,0.0526904058825759,0.2025055350689993,0.0526904058825759,0.2025055350689993
discharge,[2010.       6.      27.       0.      48.      32.265],4,B0041,119,3115,03115.csv,1.0000374999808574,,,,
charge,[2.0100e+03 6.0000e+00 2.7000e+01 2.0000e+00 2.2000e+01 1.3843e+01],4,B0041,120,3116,03116.csv,,,,,
discharge,[2010.       6.      27.       5.      23.      33.859],4,B0041,121,3117,03117.csv,0.991506494786248,,,,
charge,[2.01e+03 6.00e+00 2.70e+01 6.00e+00 5.70e+01 5.15e-01],4,B0041,122,3118,03118.csv,,,,,
discharge,[2010.       6.      27.       9.      58.      20.953],4,B0041,123,3119,03119.csv,0.9655644425371017,,,,
charge,[2010.       6.      27.      11.      31.      20.968],4,B0041,124,3120,03120.csv,,,,,
discharge,[2010.       6.      27.      14.      32.      41.171],4,B0041,125,3121,03121.csv,0.9383311962439673,,,,
charge,[2010.       6.      27.      16.       5.      16.625],4,B0041,126,3122,03122.csv,,,,,
discharge,[2010.       6.      27.      19.       6.      37.984],4,B0041,127,3123,03123.csv,0.9298903389240268,,,,
impedance,[2010.       6.      27.      20.      42.      49.937],24,B0041,128,3124,03124.csv,,0.0593686917141258,0.2103660402850763,0.0593686917141258,0.2103660402850763
charge,[2010.      6.     27.     21.     14.     40.64],4,B0041,129,3125,03125.csv,,,,,
impedance,[2010.       6.      28.       0.      20.       6.921],24,B0041,130,3126,03126.csv,,0.0547724493907827,0.2105945065036999,0.0547724493907827,0.2105945065036999
discharge,[2010.       6.      28.       0.      51.      57.734],4,B0041,131,3127,03127.csv,0.9072117399448598,,,,
charge,[2.0100e+03 6.0000e+00 2.8000e+01 2.0000e+00 2.3000e+01 3.4531e+01],4,B0041,132,3128,03128.csv,,,,,
discharge,[2010.      6.     28.      5.     24.     57.14],4,B0041,133,3129,03129.csv,0.9176870676937323,,,,
charge,[2010.       6.      28.       6.      56.      15.671],4,B0041,134,3130,03130.csv,,,,,
discharge,[2010.       6.      28.       9.      57.      41.468],4,B0041,135,3131,03131.csv,0.9157430721963028,,,,
charge,[2010.       6.      28.      11.      28.      20.734],4,B0041,136,3132,03132.csv,,,,,
discharge,[2010.       6.      28.      14.      29.      46.171],4,B0041,137,3133,03133.csv,0.9111662690050432,,,,
charge,[2010.       6.      28.      15.      59.      45.656],4,B0041,138,3134,03134.csv,,,,,
discharge,[2.010e+03 6.000e+00 2.800e+01 1.900e+01 1.000e+00 9.578e+00],4,B0041,139,3135,03135.csv,0.8968901443572698,,,,
impedance,[2010.       6.      28.      20.      34.      48.703],24,B0041,140,3136,03136.csv,,0.0616298243393424,0.2090906925597569,0.0616298243393424,0.2090906925597569
charge,[2010.       6.      28.      21.       6.      40.062],4,B0041,141,3137,03137.csv,,,,,
impedance,[2010.       6.      29.       0.      12.       8.687],24,B0041,142,3138,03138.csv,,0.0557417318276825,0.1973430373572889,0.0557417318276825,0.1973430373572889
discharge,[2.01e+03 6.00e+00 2.90e+01 0.00e+00 4.40e+01 7.80e-02],4,B0041,143,3139,03139.csv,0.8862133472800153,,,,
charge,[2.0100e+03 6.0000e+00 2.9000e+01 2.0000e+00 1.3000e+01 2.3796e+01],4,B0041,144,3140,03140.csv,,,,,
discharge,[2010.       6.      29.       5.      14.      48.968],4,B0041,145,3141,03141.csv,0.8931124136187014,,,,
charge,[2010.     6.    29.     6.    43.    33.5],4,B0041,146,3142,03142.csv,,,,,
discharge,[2010.       6.      29.       9.      44.      58.609],4,B0041,147,3143,03143.csv,0.880898507091054,,,,
charge,[2010.       6.      29.      11.      13.      20.578],4,B0041,148,3144,03144.csv,,,,,
discharge,[2010.       6.      29.      14.      14.      43.546],4,B0041,149,3145,03145.csv,0.8798879382023741,,,,
charge,[2010.      6.     29.     15.     42.     37.75],4,B0041,150,3146,03146.csv,,,,,
discharge,[2.010e+03 6.000e+00 2.900e+01 1.800e+01 4.400e+01 1.531e+00],4,B0041,151,3147,03147.csv,0.8682347537115443,,,,
impedance,[2010.      6.     29.     20.     15.     20.89],24,B0041,152,3148,03148.csv,,0.0629167632099266,0.2185104540640456,0.0629167632099266,0.2185104540640456
charge,[2010.       6.      29.      20.      47.      12.671],4,B0041,153,3149,03149.csv,,,,,
impedance,[2010.       6.      29.      23.      52.      41.093],24,B0041,154,3150,03150.csv,,0.0571892565609036,0.1941291883123657,0.0571892565609036,0.1941291883123657
discharge,[2010.       6.      30.       0.      24.      32.875],4,B0041,155,3151,03151.csv,0.8443569490395516,,,,
charge,[2.0100e+03 6.0000e+00 3.0000e+01 1.0000e+00 5.1000e+01 5.2468e+01],4,B0041,156,3152,03152.csv,,,,,
discharge,[2010.     6.    30.     4.    53.    18.5],4,B0041,157,3153,03153.csv,0.8657093203148538,,,,
charge,[2010.       6.      30.       6.      20.       3.859],4,B0041,158,3154,03154.csv,,,,,
discharge,[2010.       6.      30.       9.      21.      28.343],4,B0041,159,3155,03155.csv,0.848696904019178,,,,
charge,[2010.       6.      30.      10.      47.      43.109],4,B0041,160,3156,03156.csv,,,,,
discharge,[2010.       6.      30.      13.      49.       7.171],4,B0041,161,3157,03157.csv,0.8364948433646345,,,,
charge,[2010.      6.     30.     15.     14.     54.75],4,B0041,162,3158,03158.csv,,,,,
impedance,[2.0090e+03 2.0000e+00 1.3000e+01 1.9000e+01 3.0000e+00 5.2109e+01],24,B0027,0,3159,03159.csv,,0.0908397765284865,0.1391667845769933,0.0908397765284865,0.1391667845769933
charge,[2.0090e+03 2.0000e+00 1.3000e+01 1.9000e+01 3.5000e+01 3.5093e+01],24,B0027,1,3160,03160.csv,,,,,
impedance,[2.0090e+03 2.0000e+00 1.3000e+01 2.2000e+01 4.0000e+01 4.5046e+01],24,B0027,2,3161,03161.csv,,0.0854833449623134,0.1095147580064967,0.0854833449623134,0.1095147580064967
discharge,[2.0090e+03 2.0000e+00 1.3000e+01 2.3000e+01 1.2000e+01 2.8078e+01],24,B0027,3,3162,03162.csv,1.8233077742149364,,,,
charge,[2.0090e+03 2.0000e+00 1.4000e+01 1.0000e+00 2.0000e+00 2.3062e+01],24,B0027,4,3163,03163.csv,,,,,
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 4.0000e+00 3.0000e+00 3.4578e+01],24,B0027,5,3164,03164.csv,1.8142384651167962,,,,
charge,[2.0090e+03 2.0000e+00 1.4000e+01 5.0000e+00 5.3000e+01 3.0656e+01],24,B0027,6,3165,03165.csv,,,,,
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 8.0000e+00 5.4000e+01 4.1468e+01],24,B0027,7,3166,03166.csv,1.8128596793130867,,,,
charge,[2.0090e+03 2.0000e+00 1.4000e+01 1.0000e+01 4.4000e+01 1.1093e+01],24,B0027,8,3167,03167.csv,,,,,
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 1.3000e+01 4.5000e+01 2.3546e+01],24,B0027,9,3168,03168.csv,1.8144242446739973,,,,
charge,[2.0090e+03 2.0000e+00 1.4000e+01 1.5000e+01 3.4000e+01 3.5156e+01],24,B0027,10,3169,03169.csv,,,,,
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 1.8000e+01 3.5000e+01 4.0671e+01],24,B0027,11,3170,03170.csv,1.812800333853042,,,,
impedance,[2.0090e+03 2.0000e+00 1.4000e+01 2.0000e+01 2.8000e+01 4.7968e+01],24,B0027,12,3171,03171.csv,,0.1043017587323827,0.1393357132111099,0.1043017587323827,0.1393357132111099
charge,[2.0090e+03 2.0000e+00 1.4000e+01 2.1000e+01 0.0000e+00 3.1546e+01],24,B0027,13,3172,03172.csv,,,,,
impedance,[2.009e+03 2.000e+00 1.500e+01 0.000e+00 5.000e+00 9.796e+00],24,B0027,14,3173,03173.csv,,0.1072214354338359,0.1278196252750458,0.1072214354338359,0.1278196252750458
discharge,[2.0090e+03 2.0000e+00 1.8000e+01 1.0000e+01 4.8000e+01 5.8156e+01],24,B0027,15,3174,03174.csv,1.7946038703195293,,,,
impedance,[2.009e+03 2.000e+00 1.800e+01 1.200e+01 4.100e+01 9.765e+00],24,B0027,16,3175,03175.csv,,0.1021512348184878,0.1315859833314424,0.1021512348184878,0.1315859833314424
charge,[2.009e+03 2.000e+00 1.800e+01 1.300e+01 1.200e+01 5.364e+01],24,B0027,17,3176,03176.csv,,,,,
impedance,[2.0090e+03 2.0000e+00 1.8000e+01 1.6000e+01 1.7000e+01 2.3281e+01],24,B0027,18,3177,03177.csv,,0.1027691804948317,0.1241743696081986,0.1027691804948317,0.1241743696081986
discharge,[2.009e+03 2.000e+00 1.800e+01 1.600e+01 4.900e+01 7.390e+00],24,B0027,19,3178,03178.csv,1.816519171293833,,,,
charge,[2.0090e+03 2.0000e+00 1.8000e+01 1.8000e+01 3.8000e+01 2.2812e+01],24,B0027,20,3179,03179.csv,,,,,
charge,[2.009e+03 2.000e+00 1.800e+01 2.200e+01 2.000e+01 1.140e+00],24,B0027,21,3180,03180.csv,,,,,
discharge,[2.0090e+03 2.0000e+00 1.9000e+01 0.0000e+00 5.2000e+01 4.9687e+01],24,B0027,22,3181,03181.csv,1.8198335565190242,,,,
charge,[2.009e+03 2.000e+00 1.900e+01 2.000e+00 4.100e+01 5.214e+01],24,B0027,23,3182,03182.csv,,,,,
discharge,[2.009e+03 2.000e+00 1.900e+01 5.000e+00 3.800e+01 5.714e+01],24,B0027,24,3183,03183.csv,1.816980986440728,,,,
charge,[2.0090e+03 2.0000e+00 1.9000e+01 7.0000e+00 2.7000e+01 4.8015e+01],24,B0027,25,3184,03184.csv,,,,,
discharge,[2.0090e+03 2.0000e+00 1.9000e+01 1.0000e+01 2.5000e+01 1.5218e+01],24,B0027,26,3185,03185.csv,1.8047602710768988,,,,
impedance,[2.009e+03 2.000e+00 1.900e+01 1.200e+01 1.800e+01 4.484e+00],24,B0027,27,3186,03186.csv,,0.104316046072662,0.1322109768255884,0.104316046072662,0.1322109768255884
charge,[2.0090e+03 2.0000e+00 1.9000e+01 1.2000e+01 4.9000e+01 4.8921e+01],24,B0027,28,3187,03187.csv,,,,,
impedance,[2.0090e+03 2.0000e+00 1.9000e+01 1.5000e+01 5.0000e+01 5.9703e+01],24,B0027,29,3188,03188.csv,,0.1038115798890318,0.1231616900552123,0.1038115798890318,0.1231616900552123
discharge,[2.0090e+03 2.0000e+00 2.0000e+01 9.0000e+00 4.4000e+01 2.6828e+01],24,B0027,30,3189,03189.csv,1.8021778881408677,,,,
impedance,[2.009e+03 2.000e+00 2.000e+01 1.100e+01 3.700e+01 5.620e-01],24,B0027,31,3190,03190.csv,,0.099584506920876,0.1293833807517887,0.099584506920876,0.1293833807517887
charge,[2.0090e+03 2.0000e+00 2.0000e+01 1.2000e+01 8.0000e+00 4.4968e+01],24,B0027,32,3191,03191.csv,,,,,
impedance,[2.0090e+03 2.0000e+00 2.0000e+01 1.5000e+01 1.1000e+01 4.1671e+01],24,B0027,33,3192,03192.csv,,0.0998035553382258,0.1205651600821901,0.0998035553382258,0.1205651600821901
discharge,[2.009e+03 2.000e+00 2.000e+01 1.500e+01 4.300e+01 2.614e+01],24,B0027,34,3193,03193.csv,1.810054375611175,,,,
charge,[2.0090e+03 2.0000e+00 2.0000e+01 1.7000e+01 3.2000e+01 1.0968e+01],24,B0027,35,3194,03194.csv,,,,,
discharge,[2.009e+03 2.000e+00 2.000e+01 2.000e+01 2.700e+01 8.120e-01],24,B0027,36,3195,03195.csv,1.8191618703574552,,,,
charge,[2.0090e+03 2.0000e+00 2.0000e+01 2.2000e+01 1.5000e+01 3.0718e+01],24,B0027,37,3196,03196.csv,,,,,
discharge,[2.0090e+03 2.0000e+00 2.1000e+01 1.0000e+00 1.2000e+01 5.7984e+01],24,B0027,38,3197,03197.csv,1.806344581230731,,,,
charge,[2.009e+03 2.000e+00 2.100e+01 3.000e+00 1.000e+00 1.814e+01],24,B0027,39,3198,03198.csv,,,,,
discharge,[2.009e+03 2.000e+00 2.100e+01 5.000e+00 5.700e+01 5.062e+00],24,B0027,40,3199,03199.csv,1.8120006378747944,,,,
charge,[2.009e+03 2.000e+00 2.100e+01 7.000e+00 4.500e+01 7.250e+00],24,B0027,41,3200,03200.csv,,,,,
discharge,[2.0090e+03 2.0000e+00 2.1000e+01 1.0000e+01 4.2000e+01 4.4125e+01],24,B0027,42,3201,03201.csv,1.809238569578753,,,,
impedance,[2.0090e+03 2.0000e+00 2.1000e+01 1.2000e+01 3.4000e+01 3.2359e+01],24,B0027,43,3202,03202.csv,,0.0980191511803865,0.1256104991986903,0.0980191511803865,0.1256104991986903
charge,[2.009e+03 2.000e+00 2.100e+01 1.300e+01 6.000e+00 1.750e+01],24,B0027,44,3203,03203.csv,,,,,
impedance,[2.0090e+03 2.0000e+00 2.1000e+01 1.6000e+01 1.0000e+01 3.4171e+01],24,B0027,45,3204,03204.csv,,0.099506803416659,0.1197168984297459,0.099506803416659,0.1197168984297459
discharge,[2.0090e+03 3.0000e+00 2.0000e+00 1.6000e+01 3.0000e+01 3.4015e+01],24,B0027,46,3205,03205.csv,1.7820717716005336,,,,
impedance,[2.0090e+03 3.0000e+00 2.0000e+00 1.8000e+01 2.0000e+01 4.1765e+01],24,B0027,47,3206,03206.csv,,0.0987107446179061,0.1239497992107127,0.0987107446179061,0.1239497992107127
charge,[2.0090e+03 3.0000e+00 2.0000e+00 1.8000e+01 5.2000e+01 2.7046e+01],24,B0027,48,3207,03207.csv,,,,,
impedance,[2.009e+03 3.000e+00 2.000e+00 2.100e+01 4.800e+01 1.710e-01],24,B0027,49,3208,03208.csv,,0.1001854567709701,0.1193863162247807,0.1001854567709701,0.1193863162247807
discharge,[2.0090e+03 3.0000e+00 2.0000e+00 2.2000e+01 1.9000e+01 4.5593e+01],24,B0027,50,3209,03209.csv,1.8145504562341046,,,,
charge,[2009.       3.       3.       0.       7.      20.781],24,B0027,51,3210,03210.csv,,,,,
discharge,[2.0090e+03 3.0000e+00 3.0000e+00 2.0000e+00 5.9000e+01 3.9453e+01],24,B0027,52,3211,03211.csv,1.809153485164282,,,,
charge,[2009.       3.       3.       4.      47.       3.484],24,B0027,53,3212,03212.csv,,,,,
discharge,[2009.       3.       3.       7.      39.       7.296],24,B0027,54,3213,03213.csv,1.8065551508093707,,,,
charge,[2009.       3.       3.       9.      26.      17.984],24,B0027,55,3214,03214.csv,,,,,
discharge,[2009.       3.       3.      12.      18.      51.281],24,B0027,56,3215,03215.csv,1.802401655959492,,,,
charge,[2009.       3.       3.      14.       5.      44.218],24,B0027,57,3216,03216.csv,,,,,
discharge,[2009.       3.       3.      16.      58.      46.625],24,B0027,58,3217,03217.csv,1.7964331683322998,,,,
impedance,[2009.       3.       3.      18.      49.      37.578],24,B0027,59,3218,03218.csv,,0.0982147395529544,0.1260031742485024,0.0982147395529544,0.1260031742485024
charge,[2009.       3.       3.      19.      21.      23.546],24,B0027,60,3219,03219.csv,,,,,
impedance,[2009.       3.       3.      22.      22.       5.031],24,B0027,61,3220,03220.csv,,0.0977040528101169,0.1172166109338209,0.0977040528101169,0.1172166109338209
impedance,[2009.       3.       5.      15.      25.      53.312],24,B0027,62,3221,03221.csv,,0.0963490979963239,0.1143572202954034,0.0963490979963239,0.1143572202954034
charge,[2009.       3.       5.      15.      57.      39.484],24,B0027,63,3222,03222.csv,,,,,
impedance,[2009.       3.       5.      18.       8.      32.859],24,B0027,64,3223,03223.csv,,0.0975561228144068,0.11844508949428,0.0975561228144068,0.11844508949428
discharge,[2009.       3.       5.      18.      40.      18.984],24,B0027,65,3224,03224.csv,1.8088036930508289,,,,
charge,[2009.       3.       5.      20.      27.      37.359],24,B0027,66,3225,03225.csv,,,,,
discharge,[2.009e+03 3.000e+00 5.000e+00 2.300e+01 2.000e+01 1.140e+00],24,B0027,67,3226,03226.csv,1.7915527748749653,,,,
charge,[2.0090e+03 3.0000e+00 6.0000e+00 1.0000e+00 6.0000e+00 3.5906e+01],24,B0027,68,3227,03227.csv,,,,,
discharge,[2009.       3.       6.       4.       0.      25.046],24,B0027,69,3228,03228.csv,1.7853375192239571,,,,
charge,[2009.       3.       6.       5.      46.      35.031],24,B0027,70,3229,03229.csv,,,,,
discharge,[2009.       3.       6.       8.      39.      37.156],24,B0027,71,3230,03230.csv,1.793209210325309,,,,
charge,[2009.       3.       6.      10.      25.      28.937],24,B0027,72,3231,03231.csv,,,,,
discharge,[2009.       3.       6.      13.      20.      49.203],24,B0027,73,3232,03232.csv,1.7873097711102113,,,,
impedance,[2009.       3.       6.      15.      10.      41.859],24,B0027,74,3233,03233.csv,,0.0965391814140092,0.1267597829642833,0.0965391814140092,0.1267597829642833
charge,[2009.       3.       6.      15.      42.      28.359],24,B0027,75,3234,03234.csv,,,,,
impedance,[2009.       3.       6.      18.      44.      22.484],24,B0027,76,3235,03235.csv,,0.0999652631237503,0.119612265698934,0.0999652631237503,0.119612265698934
discharge,[2009.       3.      19.      10.      34.      54.078],24,B0027,77,3236,03236.csv,1.7700926253324452,,,,
impedance,[2009.     3.    19.    12.    23.    39.5],24,B0027,78,3237,03237.csv,,0.0996922719146499,0.1248543133814611,0.0996922719146499,0.1248543133814611
charge,[2009.       3.      19.      12.      55.      26.718],24,B0027,79,3238,03238.csv,,,,,
charge,[2010.       6.       3.      18.      29.      28.093],22,B0044,0,3239,03239.csv,,,,,
impedance,[2010.       6.       3.      19.      59.      13.171],24,B0044,1,3240,03240.csv,,0.0802491304054117,0.1445925073678542,0.0802491304054117,0.1445925073678542
discharge,[2010.       6.       3.      20.      31.       2.968],22,B0044,2,3241,03241.csv,1.686525555152074,,,,
charge,[2010.       6.       3.      21.      28.      23.343],22,B0044,3,3242,03242.csv,,,,,
discharge,[2010.       6.       4.       0.      29.      30.921],22,B0044,4,3243,03243.csv,1.6624606531639186,,,,
charge,[2.0100e+03 6.0000e+00 4.0000e+00 1.0000e+00 2.5000e+01 3.9953e+01],22,B0044,5,3244,03244.csv,,,,,
discharge,[2010.       6.       4.       4.      26.      46.875],22,B0044,6,3245,03245.csv,1.6534010755700512,,,,
charge,[2010.       6.       4.       5.      22.      11.609],22,B0044,7,3246,03246.csv,,,,,
discharge,[2010.     6.     4.     8.    23.    18.5],22,B0044,8,3247,03247.csv,1.6452145903490936,,,,
charge,[2010.       6.       4.       9.      18.      10.125],22,B0044,9,3248,03248.csv,,,,,
discharge,[2010.       6.       4.      12.      19.      17.125],22,B0044,10,3249,03249.csv,1.635664062367341,,,,
impedance,[2010.      6.      4.     13.     17.     33.14],24,B0044,11,3250,03250.csv,,0.0773011140703099,0.1266961367194894,0.0773011140703099,0.1266961367194894
charge,[2010.       6.       4.      13.      49.      16.656],22,B0044,12,3251,03251.csv,,,,,
impedance,[2010.       6.       4.      16.      54.      24.109],24,B0044,13,3252,03252.csv,,0.0768616167394947,0.1223032998649249,0.0768616167394947,0.1223032998649249
discharge,[2010.      6.      4.     17.     26.      7.75],22,B0044,14,3253,03253.csv,0,,,,
charge,[2010.       6.       4.      18.      11.      41.437],22,B0044,15,3254,03254.csv,,,,,
discharge,[2.01e+03 6.00e+00 4.00e+00 2.10e+01 8.00e+00 4.37e-01],22,B0044,16,3255,03255.csv,1.6267769765146463,,,,
charge,[2.0100e+03 6.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 2.3046e+01],22,B0044,17,3256,03256.csv,,,,,
discharge,[2.0100e+03 6.0000e+00 5.0000e+00 1.0000e+00 2.0000e+00 3.3453e+01],22,B0044,18,3257,03257.csv,1.6159715504743064,,,,
charge,[2.0100e+03 6.0000e+00 5.0000e+00 1.0000e+00 5.5000e+01 3.7531e+01],22,B0044,19,3258,03258.csv,,,,,
discharge,[2010.       6.       5.       4.      56.      47.468],22,B0044,20,3259,03259.csv,1.6076028386649623,,,,
charge,[2010.       6.       5.       5.      49.      38.281],22,B0044,21,3260,03260.csv,,,,,
discharge,[2010.      6.      5.      8.     50.     47.75],22,B0044,22,3261,03261.csv,1.6003360401431612,,,,
impedance,[2010.       6.       5.       9.      47.      27.109],24,B0044,23,3262,03262.csv,,0.0749501640530671,0.125924658447717,0.0749501640530671,0.125924658447717
charge,[2010.       6.       5.      10.      19.      11.203],22,B0044,24,3263,03263.csv,,,,,
impedance,[2010.       6.       5.      13.      24.      19.718],24,B0044,25,3264,03264.csv,,0.0783938699950047,0.120028310566348,0.0783938699950047,0.120028310566348
discharge,[2010.       6.       5.      13.      56.       3.921],22,B0044,26,3265,03265.csv,1.5978700914991917,,,,
charge,[2010.      6.      5.     14.     48.     40.64],22,B0044,27,3266,03266.csv,,,,,
discharge,[2010.       6.       5.      17.      49.      52.625],22,B0044,28,3267,03267.csv,1.5900310265163515,,,,
charge,[2010.       6.       5.      18.      42.      16.578],22,B0044,29,3268,03268.csv,,,,,
discharge,[2010.       6.       5.      21.      43.      27.734],22,B0044,30,3269,03269.csv,1.5816311155652092,,,,
charge,[2010.       6.       5.      22.      35.      48.546],22,B0044,31,3270,03270.csv,,,,,
discharge,[2.0100e+03 6.0000e+00 6.0000e+00 1.0000e+00 3.6000e+01 5.8156e+01],22,B0044,32,3271,03271.csv,1.5714556311034702,,,,
charge,[2.010e+03 6.000e+00 6.000e+00 2.000e+00 2.900e+01 1.406e+00],22,B0044,33,3272,03272.csv,,,,,
discharge,[2010.       6.       6.       5.      30.      11.906],22,B0044,34,3273,03273.csv,1.563220798569978,,,,
impedance,[2010.       6.       6.       6.      26.      12.265],24,B0044,35,3274,03274.csv,,0.0769871339002832,0.1242457891243046,0.0769871339002832,0.1242457891243046
charge,[2010.       6.       6.       6.      57.      56.937],22,B0044,36,3275,03275.csv,,,,,
impedance,[2010.       6.       6.      10.       3.       8.109],24,B0044,37,3276,03276.csv,,0.0750323805265269,0.126579917936989,0.0750323805265269,0.126579917936989
discharge,[2010.       6.       6.      10.      34.      53.031],22,B0044,38,3277,03277.csv,1.5606775388245586,,,,
charge,[2.01e+03 6.00e+00 6.00e+00 1.10e+01 2.70e+01 8.12e-01],22,B0044,39,3278,03278.csv,,,,,
discharge,[2010.       6.       6.      14.      28.      10.546],22,B0044,40,3279,03279.csv,1.5523886011314287,,,,
charge,[2010.       6.       6.      15.      20.       3.984],22,B0044,41,3280,03280.csv,,,,,
discharge,[2010.       6.       6.      18.      21.      14.171],22,B0044,42,3281,03281.csv,1.5444592876561967,,,,
charge,[2010.       6.       6.      19.      12.      55.125],22,B0044,43,3282,03282.csv,,,,,
discharge,[2010.       6.       6.      22.      14.       8.156],22,B0044,44,3283,03283.csv,1.536558134180655,,,,
charge,[2010.       6.       6.      23.       5.      46.734],22,B0044,45,3284,03284.csv,,,,,
discharge,[2.010e+03 6.000e+00 7.000e+00 2.000e+00 6.000e+00 5.764e+01],22,B0044,46,3285,03285.csv,1.5307255867941072,,,,
impedance,[2.0100e+03 6.0000e+00 7.0000e+00 3.0000e+00 2.0000e+00 2.1765e+01],24,B0044,47,3286,03286.csv,,0.0767911483234128,0.1215840964046668,0.0767911483234128,0.1215840964046668
charge,[2010.       6.       7.       3.      34.       7.015],22,B0044,48,3287,03287.csv,,,,,
impedance,[2010.       6.       7.       6.      39.      18.421],24,B0044,49,3288,03288.csv,,0.0759165015493674,0.1254534625171989,0.0759165015493674,0.1254534625171989
discharge,[2010.       6.       7.      13.      57.      40.859],22,B0044,50,3289,03289.csv,1.545242808242328,,,,
impedance,[2010.      6.      7.     14.     53.     59.75],24,B0044,51,3290,03290.csv,,0.0773912075986778,0.1214162273218294,0.0773912075986778,0.1214162273218294
charge,[2010.       6.       7.      15.      25.      45.109],22,B0044,52,3291,03291.csv,,,,,
impedance,[2010.       6.       7.      18.      30.      57.328],24,B0044,53,3292,03292.csv,,0.0775276445060415,0.1194606932723981,0.0775276445060415,0.1194606932723981
discharge,[2.0100e+03 6.0000e+00 7.0000e+00 1.9000e+01 2.0000e+00 4.3281e+01],22,B0044,54,3293,03293.csv,1.5397144491816253,,,,
charge,[2010.       6.       7.      19.      54.      42.406],22,B0044,55,3294,03294.csv,,,,,
discharge,[2010.       6.       7.      22.      55.      54.203],22,B0044,56,3295,03295.csv,1.5305357077773765,,,,
charge,[2010.       6.       7.      23.      47.      48.609],22,B0044,57,3296,03296.csv,,,,,
discharge,[2.010e+03 6.000e+00 8.000e+00 2.000e+00 4.900e+01 1.156e+00],22,B0044,58,3297,03297.csv,1.5199735224097084,,,,
charge,[2010.       6.       8.       3.      40.      37.515],22,B0044,59,3298,03298.csv,,,,,
discharge,[2010.       6.       8.       6.      41.      51.625],22,B0044,60,3299,03299.csv,1.5136629526844203,,,,
charge,[2010.       6.       8.       7.      33.       6.734],22,B0044,61,3300,03300.csv,,,,,
discharge,[2010.     6.     8.    10.    34.    18.5],22,B0044,62,3301,03301.csv,1.5012870006992953,,,,
impedance,[2010.      6.      8.     11.     29.     23.75],24,B0044,63,3302,03302.csv,,0.0772983366834367,0.1195355653852651,0.0772983366834367,0.1195355653852651
charge,[2.010e+03 6.000e+00 8.000e+00 1.200e+01 1.000e+00 9.765e+00],22,B0044,64,3303,03303.csv,,,,,
impedance,[2010.       6.       8.      15.       6.      23.578],24,B0044,65,3304,03304.csv,,0.07727130580941,0.121076014639354,0.07727130580941,0.121076014639354
discharge,[2010.       6.       8.      15.      38.       9.593],22,B0044,66,3305,03305.csv,1.5023814734911674,,,,
charge,[2010.       6.       8.      16.      29.      29.609],22,B0044,67,3306,03306.csv,,,,,
discharge,[2010.      6.      8.     19.     30.     45.25],22,B0044,68,3307,03307.csv,1.4980955154277502,,,,
charge,[2010.       6.       8.      20.      21.      58.343],22,B0044,69,3308,03308.csv,,,,,
discharge,[2010.       6.       8.      23.      23.      11.562],22,B0044,70,3309,03309.csv,1.4906542391377111,,,,
charge,[2010.       6.       9.       0.      14.      12.203],22,B0044,71,3310,03310.csv,,,,,
